game_id,turns,w_ctrld_pawn,w_ctrld_knight,w_ctrld_bishop,w_ctrld_rook,w_ctrld_queen,w_ctrld_king,w_preassure_points,w_ctrld_diagonals,w_ctrld_lines,b_ctrld_pawn,b_ctrld_knight,b_ctrld_bishop,b_ctrld_rook,b_ctrld_queen,b_ctrld_king,b_preassure_points,b_ctrld_diagonals,b_ctrld_lines,rated_cod,winner_cod,current_turn_cod,time_increment_cod,opening_code_cod,opening_fullname_cod,opening_shortname_cod,opening_variation_cod,moves_fen_cod
12274,66,6,0,0,11,0,6,5,0,2,9,5,0,10,0,3,4,0,3,1,0,1,355,36,429,48,608,4984
12275,120,0,0,0,0,0,0,0,0,0,2,0,0,0,17,7,4,0,2,1,0,1,355,0,1409,121,608,10350
12276,94,6,0,0,10,18,4,6,2,5,4,0,0,0,0,1,1,0,0,1,1,1,355,151,348,38,280,10493
12277,51,5,0,5,10,0,3,4,2,2,6,0,6,0,0,4,3,1,0,1,1,0,355,0,1409,121,608,4110
12278,127,3,0,0,0,20,4,2,1,2,0,0,0,0,0,0,0,0,0,1,1,0,355,189,637,61,151,7671
12279,96,5,0,8,0,0,6,2,2,0,0,0,0,0,0,5,0,0,0,1,1,1,355,36,429,48,608,9237
12280,78,6,0,10,12,0,1,6,3,2,6,0,3,11,0,3,3,1,2,0,0,1,234,352,624,58,604,11135
12281,88,6,0,0,0,0,0,0,0,0,3,6,4,0,11,5,7,1,2,1,0,1,19,137,1323,109,470,11541
12282,113,2,0,11,0,17,8,3,6,2,1,0,0,0,0,0,0,0,0,1,1,0,19,218,1058,102,180,7653
12283,21,8,12,13,7,9,1,16,6,2,9,0,0,0,1,2,7,1,2,1,1,0,102,90,1332,109,501,13309
12284,20,11,11,7,2,9,3,10,3,1,11,7,7,9,6,0,12,3,3,1,0,1,118,21,258,33,272,14233
12285,60,6,0,0,16,0,2,7,1,6,7,0,3,18,0,4,7,1,5,1,0,1,26,18,264,33,338,5500
12286,57,8,7,4,21,7,0,9,2,8,6,0,15,5,13,2,11,6,3,1,1,0,113,60,188,29,608,16131
12287,57,5,0,0,21,12,3,6,2,8,6,1,0,0,2,1,4,2,3,1,1,0,26,18,263,33,337,3367
12288,52,10,0,0,0,1,0,4,2,2,10,0,11,13,0,3,5,4,3,0,0,1,102,151,348,38,280,7211
12289,152,0,0,0,0,0,0,0,0,0,0,0,0,14,13,8,3,1,6,0,0,1,19,347,621,58,492,9256
12290,18,10,3,12,3,10,2,12,4,3,10,12,8,4,3,2,12,3,1,0,0,1,19,101,1254,109,294,13330
12291,120,1,0,0,0,0,0,1,0,0,1,0,7,0,33,5,9,7,7,0,0,1,19,338,456,50,588,9545
12292,105,5,0,0,10,0,5,2,0,2,2,0,0,0,0,0,0,3,0,0,1,0,19,36,674,70,608,10780
12294,18,11,6,5,2,7,1,6,2,1,8,13,8,3,0,2,11,2,1,1,0,1,19,170,646,61,332,13407
12295,4,11,0,0,0,0,0,6,1,0,10,5,5,0,12,2,9,3,3,1,0,1,19,2,59,9,608,17442
12296,54,5,0,0,0,0,0,6,2,1,9,8,0,3,13,2,4,2,3,1,0,1,344,244,1354,110,0,566
12297,4,11,0,0,0,0,0,6,1,0,10,5,5,0,12,2,9,3,3,1,0,1,19,2,59,9,608,17442
12298,5,10,10,5,1,12,2,9,3,3,11,0,0,0,0,0,6,1,0,1,1,0,19,0,1409,121,608,17953
12299,26,7,0,0,0,0,0,7,3,0,14,3,3,7,12,5,11,2,4,1,0,1,19,170,646,61,332,17344
12300,4,11,0,0,0,0,0,6,1,0,10,5,5,0,12,2,9,3,3,1,0,1,19,2,59,9,608,17442
12302,26,7,6,0,8,7,1,9,2,1,9,6,5,5,19,4,15,7,6,0,0,1,102,71,1123,104,400,14698
12303,66,9,0,0,10,14,4,5,4,6,9,0,5,6,18,2,9,4,3,0,0,1,102,71,1121,104,347,4749
12304,108,2,0,0,0,0,5,0,0,0,1,7,0,0,0,6,3,0,0,0,0,1,310,143,1276,109,359,10107
12305,154,0,0,0,0,0,1,0,0,0,2,0,0,0,0,6,1,0,0,0,0,1,113,239,953,94,144,10454
12306,21,10,11,6,5,14,6,13,3,5,11,11,0,5,5,5,8,0,2,0,1,0,207,83,131,17,180,14709
12307,48,7,0,0,0,0,0,6,1,2,9,0,6,9,18,1,7,3,7,0,0,1,207,82,120,17,18,2422
12309,31,11,10,0,14,8,2,12,1,6,10,0,0,0,0,0,7,4,2,0,1,0,207,82,120,17,18,15725
12310,66,5,0,0,0,0,0,1,0,0,6,0,7,14,0,1,8,2,4,0,0,1,19,235,81,11,0,4565
12311,80,3,0,8,6,0,2,4,3,1,8,0,0,10,0,7,0,0,3,0,1,1,360,71,1120,104,346,8937
12312,62,4,6,10,12,13,1,11,5,5,7,0,5,10,18,2,13,3,7,0,1,1,117,83,132,17,180,15521
12313,120,1,0,0,0,0,0,0,0,0,1,0,0,0,40,5,9,5,7,0,0,1,43,83,132,17,180,9836
12314,38,11,6,12,6,0,6,8,5,2,8,3,6,7,0,3,6,1,2,1,1,1,242,81,153,17,564,257
12315,61,9,0,5,11,14,1,12,3,6,6,0,8,11,17,3,10,6,5,0,1,0,55,194,1144,106,475,1495
12316,28,9,8,11,2,6,2,7,3,4,10,9,15,3,14,2,16,6,3,0,0,1,37,80,122,17,100,12803
12317,99,4,0,0,19,0,2,3,0,5,2,8,0,8,0,5,4,0,2,0,1,0,102,82,114,17,18,8351
12318,49,6,0,9,18,13,4,12,4,5,7,0,0,11,16,3,7,3,4,1,0,0,113,151,355,38,374,1724
12319,44,8,0,7,0,10,2,4,2,2,7,0,6,2,18,2,8,3,2,1,0,1,355,71,1123,104,400,1431
12320,55,7,0,17,0,0,7,3,6,0,8,0,11,0,0,3,3,3,0,1,1,0,207,71,1121,104,347,8271
12321,92,0,0,0,11,0,1,1,0,2,4,0,0,10,0,6,1,0,3,1,0,1,117,194,1132,106,137,9741
12322,27,9,7,11,8,5,3,11,4,2,11,8,0,4,0,1,5,0,2,1,1,0,19,71,1119,104,335,2026
12323,98,4,0,0,10,0,6,2,0,3,9,0,0,8,0,4,4,0,2,1,0,1,104,244,1354,110,0,9331
12324,24,9,0,0,0,0,0,10,3,3,9,6,11,3,10,2,12,5,3,1,0,1,104,80,111,17,14,12261
12325,4,11,0,0,0,0,0,6,1,0,10,5,5,0,12,2,9,3,3,1,0,1,19,2,59,9,608,17442
12326,16,11,9,11,1,0,3,8,4,0,8,9,5,2,3,1,7,1,1,1,0,1,199,71,1118,104,322,13449
12327,85,10,0,9,12,0,3,7,3,4,5,0,5,8,0,3,3,2,2,0,1,0,37,141,1342,109,510,2694
12328,70,7,0,0,0,0,0,2,0,0,6,4,0,28,0,1,6,0,7,1,0,1,117,71,1121,104,347,5030
12329,36,9,4,4,14,0,6,10,1,2,12,5,8,11,0,2,9,2,3,0,0,1,310,71,1121,104,347,2058
12331,61,11,0,0,13,19,5,9,1,4,5,0,0,0,0,1,3,2,3,1,1,0,355,98,1290,109,378,11698
12332,66,7,5,0,12,0,1,1,0,3,6,0,0,13,0,5,6,0,3,1,0,1,355,71,1113,104,242,11943
12333,20,8,2,11,1,0,2,7,3,0,8,8,12,4,0,4,9,3,1,1,0,1,88,71,1113,104,242,14966
12334,49,7,0,7,8,7,2,5,3,5,5,0,7,9,22,1,6,6,6,1,1,0,37,77,982,96,61,11613
12335,42,6,0,0,0,0,0,10,5,9,8,8,7,13,13,2,12,4,5,1,0,1,37,19,244,33,272,15690
12336,47,8,3,6,0,7,3,2,3,2,11,0,0,0,0,0,11,2,5,1,1,0,108,219,1072,102,354,831
12337,25,11,5,7,2,8,2,9,4,2,11,6,6,3,9,1,8,2,3,1,0,0,108,120,1312,109,424,13980
12338,61,12,0,0,18,0,5,5,0,7,5,0,0,10,0,1,0,0,3,1,1,0,19,77,644,61,315,2696
12339,49,10,0,10,2,20,2,8,4,3,2,0,0,0,0,3,1,0,0,1,1,0,108,189,207,31,608,9282
12340,57,13,6,0,0,16,3,6,2,3,5,0,0,0,0,0,3,0,3,1,1,0,108,199,458,52,608,5542
12341,58,6,0,0,0,0,0,0,0,1,7,0,0,8,21,4,10,2,5,1,0,1,19,170,653,61,587,11334
12342,30,9,5,9,5,8,2,9,6,2,10,3,13,0,14,4,12,8,3,0,0,1,110,235,961,94,324,11479
12343,12,10,6,8,0,7,3,12,4,1,9,2,6,2,4,1,6,2,0,1,0,1,384,37,944,93,608,13520
12344,34,12,0,0,0,0,4,9,6,3,11,8,10,3,5,3,11,3,2,1,0,1,384,338,587,58,608,14014
12345,81,6,0,0,12,21,1,3,2,5,4,0,0,0,0,0,1,0,0,1,1,0,384,235,962,94,530,10779
12346,107,6,0,0,14,13,5,6,1,5,2,0,0,0,0,0,0,0,0,1,1,0,384,235,961,94,324,11652
12347,17,10,9,8,3,14,4,11,3,4,10,5,8,0,0,1,9,1,0,1,1,0,384,338,587,58,608,17589
12348,78,4,0,0,0,0,5,0,0,0,4,0,0,11,19,4,8,1,4,1,0,1,384,41,439,50,608,7074
12349,42,9,0,0,0,0,0,2,1,2,9,0,5,15,14,1,11,1,7,1,0,1,384,41,439,50,608,2640
12351,61,8,0,7,13,0,2,3,1,4,6,8,0,10,0,1,7,0,2,1,1,0,346,0,1403,120,608,22
12352,50,7,0,0,0,2,1,8,2,5,8,5,9,5,22,1,10,5,5,1,0,1,346,82,116,17,18,5931
12353,88,3,0,0,0,0,5,0,0,0,3,3,11,0,0,4,5,4,0,1,0,1,346,41,439,50,608,11204
12354,9,11,5,12,0,5,1,9,6,0,8,7,5,1,4,1,9,2,0,1,1,0,226,0,814,86,608,13569
12355,26,11,7,12,8,7,6,15,7,4,10,8,3,6,6,2,10,1,3,1,0,1,226,36,674,70,608,14348
12356,47,8,0,5,7,7,2,7,2,3,9,0,7,14,16,2,12,5,6,1,0,0,117,36,429,48,608,3627
12357,5,10,5,6,0,3,1,8,3,1,10,6,10,0,6,2,10,3,1,1,1,0,31,235,961,94,324,17901
12359,109,2,0,0,0,25,7,4,4,3,1,0,0,0,0,2,0,0,0,1,1,0,301,80,108,17,608,10198
12360,59,11,0,6,9,10,1,9,4,5,6,0,5,9,6,0,5,3,5,1,0,0,20,36,429,48,608,11233
12361,46,6,1,5,5,11,2,4,4,5,11,7,4,10,9,3,12,1,5,0,0,1,232,82,116,17,18,13799
12362,50,8,0,0,0,0,0,7,2,4,8,7,8,13,8,2,12,5,6,1,0,1,117,4,1443,127,433,15458
12363,40,9,10,3,12,0,2,8,1,3,9,7,11,11,10,2,14,5,5,1,0,1,299,41,439,50,608,318
12364,53,8,8,0,10,0,5,7,0,3,8,0,3,13,0,1,5,1,3,1,1,0,19,82,116,17,18,1493
12365,15,12,3,15,2,7,3,12,7,2,10,8,6,4,0,3,8,2,1,0,1,0,102,235,961,94,324,14895
12366,52,9,0,0,0,21,3,5,4,4,5,0,0,10,0,1,1,0,3,0,1,1,355,36,283,35,186,7027
12367,32,10,5,9,3,15,5,13,5,4,10,8,8,6,1,3,8,3,2,0,0,1,355,36,813,85,608,17707
12368,99,1,0,0,11,0,2,1,0,4,6,0,0,14,0,5,3,0,2,0,1,0,19,80,108,17,608,7898
12369,19,9,3,12,3,8,2,11,4,2,8,11,5,1,10,1,9,2,1,0,1,0,19,347,621,58,492,17649
12370,89,3,0,0,0,41,3,8,6,8,0,0,0,0,0,0,0,0,0,1,1,0,19,37,944,93,608,10202
12371,71,9,14,0,9,0,4,10,0,2,6,0,0,0,0,0,0,0,0,1,1,0,102,217,1061,102,180,8502
12372,43,7,7,0,13,10,3,6,0,5,6,0,0,0,0,0,7,1,3,1,1,0,387,151,349,38,289,17181
12373,48,8,0,0,0,0,0,9,4,2,10,3,0,7,12,5,8,0,3,0,0,1,19,89,1186,109,99,16925
12374,171,0,0,0,12,0,5,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,186,189,639,61,219,10515
12375,34,9,0,0,0,0,0,6,1,3,12,3,12,13,14,4,15,5,7,0,0,1,186,190,773,83,1,14998
12376,63,8,7,0,19,19,2,12,3,8,8,0,0,0,0,0,2,1,1,1,1,0,383,195,290,36,608,10939
12377,79,8,0,6,9,14,4,9,3,5,2,0,0,0,0,5,1,0,0,1,1,0,19,152,339,38,180,1284
12378,48,6,0,0,1,0,2,1,0,4,8,0,6,9,0,3,3,1,4,1,0,1,19,151,348,38,280,7269
12379,76,5,0,0,0,0,3,0,0,0,7,0,0,0,0,4,2,0,0,1,0,1,19,151,348,38,280,9664
12380,54,9,0,0,0,0,0,1,2,1,11,0,7,8,7,2,9,3,4,1,0,1,19,264,889,90,372,15753
12381,131,0,6,0,8,22,8,6,2,3,0,0,0,0,0,0,0,0,0,1,1,0,19,153,315,38,18,8724
12382,48,8,0,0,0,0,4,8,0,2,9,6,7,8,0,2,4,2,2,1,0,1,186,242,920,90,129,2170
12383,89,7,0,0,11,0,4,3,0,3,4,0,0,0,0,3,0,0,0,1,1,0,186,152,339,38,180,10714
12384,88,5,0,0,0,0,0,3,1,2,3,2,7,7,13,2,8,3,4,1,0,1,19,254,856,90,464,82
12385,92,7,0,0,0,0,5,0,0,0,5,0,7,0,12,1,6,3,1,0,0,1,104,264,889,90,372,12048
12386,58,6,0,0,0,0,0,4,2,3,10,0,7,7,10,2,4,3,6,0,0,1,201,143,1284,109,358,3651
12387,52,9,0,0,0,0,0,6,4,4,6,5,0,12,9,4,7,1,5,0,0,1,306,116,1267,109,350,8192
12388,65,10,4,9,6,15,1,10,5,3,8,2,4,6,8,0,6,4,3,0,1,0,234,143,1274,109,359,6292
12389,73,8,0,0,24,0,4,5,0,6,4,0,0,0,0,0,0,0,2,1,1,0,19,98,1300,109,382,7385
12390,57,8,0,0,0,19,2,4,3,4,9,0,0,0,0,0,6,1,3,1,1,0,19,199,294,36,246,8477
12391,13,8,9,8,3,4,3,10,3,1,10,4,7,4,0,2,10,3,1,1,1,0,19,197,301,36,512,13728
12392,29,9,8,5,9,0,3,8,1,3,8,10,5,4,12,3,11,3,4,1,0,0,19,204,459,52,47,12203
12393,38,8,7,6,19,0,4,14,3,3,10,6,7,9,18,3,14,6,5,1,0,1,19,71,1115,104,312,2000
12394,44,8,0,0,9,21,2,8,4,6,8,0,0,18,0,1,8,0,5,1,1,1,19,89,1172,109,608,2748
12395,33,9,8,5,6,13,3,9,2,5,7,0,0,0,0,0,9,2,4,1,1,0,19,260,860,90,608,13856
12396,24,9,0,0,0,0,0,9,3,3,9,6,5,3,15,2,10,2,5,1,0,1,19,189,645,61,328,17268
12397,16,14,9,11,1,4,2,10,2,0,13,12,6,5,5,2,12,2,1,1,0,1,19,116,1172,109,608,13415
12398,53,5,0,11,25,0,6,13,4,5,8,0,0,0,0,0,4,2,1,1,1,0,19,98,1300,109,382,5755
12399,89,3,0,9,10,0,4,4,3,2,1,0,0,1,0,0,1,0,3,1,1,0,19,71,1121,104,347,11853
12400,22,12,9,0,2,11,5,13,2,2,10,6,5,8,0,2,8,1,1,1,1,1,19,204,459,52,47,1623
12401,67,11,0,4,6,16,3,6,3,5,14,0,0,1,0,0,3,2,3,1,1,0,19,89,1340,109,505,1245
12402,113,2,0,0,12,15,1,3,1,3,2,0,0,0,0,0,0,0,2,1,1,0,19,151,308,38,0,7655
12403,76,3,0,8,25,0,4,5,2,6,7,0,0,12,0,1,3,0,4,1,1,1,19,89,1186,109,99,8894
12404,55,10,0,14,13,0,2,7,6,3,9,0,0,1,0,2,4,2,1,1,1,0,19,194,1128,106,608,1345
12405,55,5,4,3,8,13,2,9,5,4,10,13,0,18,13,4,17,4,7,0,1,0,19,303,27,1,608,7955
12406,49,7,0,17,7,0,2,5,6,2,9,0,8,0,0,3,1,4,0,0,1,0,21,4,1432,127,87,6562
12407,78,7,0,0,0,0,0,0,1,2,10,0,0,14,18,6,12,2,5,0,0,1,21,8,579,57,608,7900
12413,50,7,7,3,12,9,1,9,2,4,12,0,12,16,10,2,13,5,7,1,0,1,19,8,580,57,205,5442
12414,40,9,5,0,4,17,0,8,1,3,10,6,8,5,9,2,11,1,2,0,0,1,19,120,1173,109,0,3522
12415,33,9,0,15,1,9,2,9,6,2,9,0,0,0,0,0,8,6,4,1,1,0,102,4,1441,127,428,15759
12416,30,11,0,0,0,0,0,9,4,1,12,5,5,7,18,4,11,3,5,1,0,1,102,122,1268,109,350,14868
12417,53,4,0,0,8,16,3,3,1,5,5,0,0,0,0,0,2,2,2,1,1,0,102,4,1441,127,428,5325
12422,41,7,6,6,9,0,3,6,1,3,9,0,0,1,0,6,6,0,2,1,0,0,290,0,437,49,494,1063
12423,28,9,6,5,11,0,4,7,1,4,9,2,0,3,0,2,1,0,1,1,1,1,290,4,1448,127,496,17160
12424,52,10,0,0,5,0,4,2,0,1,6,0,0,0,0,4,0,0,0,0,1,1,21,7,579,57,608,1892
12425,30,9,13,4,11,0,2,8,1,3,12,6,5,3,12,2,10,3,3,0,0,1,19,120,1173,109,0,17503
12426,56,7,7,0,7,0,7,4,0,2,10,7,0,6,0,2,7,0,2,0,0,1,19,303,444,50,171,1904
12427,56,10,0,0,0,0,0,2,1,0,9,0,0,7,16,1,5,2,4,0,0,1,19,143,1284,109,358,3528
12428,41,12,5,0,11,18,3,10,2,6,8,0,0,0,0,3,8,2,5,0,1,0,19,235,961,94,324,14683
12429,75,8,8,12,12,17,2,15,4,4,3,0,0,0,0,0,2,4,0,0,1,0,19,36,429,48,608,11848
12430,59,11,6,0,23,0,4,10,0,5,5,0,0,0,0,0,2,0,0,0,1,0,232,235,961,94,324,9513
12431,27,9,5,14,4,0,2,7,5,1,9,6,13,3,0,1,8,2,1,0,0,0,19,41,439,50,608,12789
12432,15,10,9,8,2,12,4,13,5,4,12,0,0,0,0,0,4,2,0,1,1,0,19,70,1380,113,608,17748
12433,84,6,6,0,0,17,6,3,1,2,8,7,0,0,0,3,2,0,0,0,0,1,19,89,1186,109,99,11735
12434,29,10,6,3,8,15,1,8,2,4,8,7,7,9,18,2,12,5,6,0,0,0,310,36,429,48,608,3983
12435,19,13,9,0,2,12,4,9,1,4,11,0,0,0,0,0,2,3,1,0,1,0,102,100,1301,109,387,13340
12436,79,10,7,0,6,13,3,9,2,5,10,0,0,0,1,2,8,1,4,0,1,0,35,266,906,90,557,5839
12437,117,2,8,0,0,0,6,2,0,0,0,0,7,0,0,7,0,2,0,0,1,0,19,264,889,90,372,10143
12438,91,3,0,0,12,0,4,2,0,2,2,0,0,12,0,5,0,0,4,0,1,0,247,314,935,92,137,213
12440,109,3,0,0,0,0,4,0,0,0,2,0,7,0,0,7,0,1,0,0,1,0,108,287,693,71,157,10704
12441,101,1,0,0,0,0,8,0,0,0,1,0,0,0,0,4,1,0,0,0,1,0,196,80,108,17,608,9443
12442,56,9,2,0,4,9,0,6,1,2,13,7,0,11,9,6,11,1,5,0,0,1,308,214,1022,102,76,8276
12443,67,6,0,0,25,0,3,4,0,7,7,1,1,0,0,4,5,2,3,0,1,0,196,302,411,44,98,1523
12448,49,10,7,0,17,14,3,16,2,9,8,4,0,7,14,3,9,0,6,0,1,0,308,282,905,90,548,14426
12449,10,12,7,10,2,2,3,10,2,2,12,8,11,2,9,1,9,5,2,0,1,1,201,82,118,17,18,14314
12450,77,8,0,7,10,0,7,5,2,3,6,0,0,0,0,4,0,0,3,0,1,0,102,282,905,90,548,3892
12451,34,9,0,0,0,0,0,11,5,4,11,7,9,10,12,2,12,6,7,0,0,1,244,48,104,15,16,1433
12452,39,10,5,2,11,9,1,13,2,3,11,5,4,10,8,1,10,2,5,0,0,0,275,310,943,92,513,15557
12453,29,10,8,10,6,0,2,7,3,1,9,0,0,0,0,2,5,0,0,0,1,0,104,82,116,17,18,17548
12454,88,4,4,0,0,0,4,0,0,0,5,0,9,0,0,7,2,1,0,0,0,1,308,121,1193,109,137,10651
12457,36,9,7,0,10,0,2,5,0,3,10,6,1,8,0,2,4,0,1,0,1,1,108,86,135,17,256,12606
12458,74,8,0,1,0,0,3,5,4,4,10,0,12,14,0,5,8,5,3,0,0,1,32,99,1291,109,378,5862
12459,94,7,0,0,7,0,3,2,0,2,9,0,0,10,0,4,1,0,3,0,0,1,244,162,333,38,137,8222
12460,37,12,0,11,17,11,2,11,6,9,10,0,0,7,14,1,7,3,5,0,1,0,191,86,135,17,256,2459
12461,37,7,0,7,1,0,2,2,2,0,8,7,0,5,0,3,3,0,1,0,0,0,39,101,1258,109,294,16212
12462,91,9,0,7,11,18,1,12,4,5,7,5,0,21,11,0,11,1,6,0,1,0,308,120,1173,109,0,4656
12464,59,9,0,3,11,10,5,9,1,5,9,1,0,8,12,1,7,3,4,0,1,0,308,240,175,22,0,5678
12465,58,9,0,5,11,0,3,4,2,4,8,0,10,0,0,6,1,3,0,0,1,1,39,84,143,17,398,8060
12466,95,10,7,0,15,0,5,8,0,6,9,0,0,12,0,1,6,0,6,0,1,0,188,81,108,17,608,153
12467,37,11,8,0,14,11,2,12,4,4,12,6,8,18,12,4,18,4,8,0,0,0,186,134,1219,109,165,2718
12468,73,11,0,8,8,12,3,8,5,6,9,0,0,0,0,0,4,1,2,1,1,0,207,26,248,33,272,4359
12469,43,10,0,12,8,11,3,9,7,5,5,14,0,14,17,1,14,2,6,1,1,0,38,191,997,101,135,1003
12470,56,6,0,0,1,1,0,7,2,4,5,8,9,7,14,2,12,5,2,1,0,1,38,46,1378,111,608,16621
12472,27,7,5,11,5,15,2,12,5,4,10,3,1,2,18,3,6,4,4,1,1,0,37,90,1331,109,501,12164
12473,97,6,0,0,0,0,0,0,0,0,4,7,0,0,18,5,6,2,4,1,0,0,117,162,369,38,532,8648
12474,97,7,0,0,26,0,5,6,0,7,5,0,3,9,0,1,1,1,2,1,1,0,188,1,731,73,349,5512
12475,76,1,4,9,11,0,2,3,2,3,6,4,0,23,0,2,6,0,6,1,0,1,21,91,1183,109,28,11254
12476,30,9,0,0,0,0,0,7,0,1,7,3,13,14,13,6,15,5,6,1,0,1,195,206,531,52,565,4956
12478,48,6,0,0,0,0,1,6,4,3,8,10,15,6,0,1,8,5,2,1,0,1,108,235,82,11,608,4855
12479,35,11,0,14,14,10,1,14,7,5,10,0,0,0,0,0,11,5,7,1,1,0,102,85,149,17,548,15390
12480,25,9,3,7,1,12,2,7,3,2,10,0,2,1,13,0,3,2,2,1,1,0,37,294,413,44,180,3449
12481,53,7,0,7,7,0,3,5,3,1,12,0,0,17,0,7,5,0,5,1,0,0,19,222,1076,102,354,7859
12482,58,9,7,0,0,15,1,7,2,2,10,0,0,19,16,2,8,1,7,1,0,1,102,223,1077,102,354,3499
12483,62,5,0,0,0,0,2,0,0,0,5,0,9,10,0,2,3,2,2,1,0,1,232,172,169,20,374,6826
12484,76,8,0,0,8,10,1,7,1,4,10,0,0,23,9,3,8,1,8,1,0,1,188,92,1195,109,139,4843
12485,16,11,10,14,4,7,4,15,6,3,11,11,8,9,2,3,14,2,3,1,1,1,117,237,951,94,132,13324
12486,127,2,0,0,14,12,4,6,0,5,0,0,0,14,0,8,0,0,3,1,1,0,209,73,5,0,180,11717
12487,30,8,1,0,1,1,0,9,4,6,11,3,5,10,14,2,10,3,4,1,0,1,364,41,439,50,608,12711
12488,73,8,0,0,9,20,1,6,3,7,7,0,0,0,0,0,6,2,3,1,1,0,207,249,1375,110,557,8752
12489,88,6,8,0,12,20,3,10,1,6,4,0,9,0,16,2,6,4,3,1,1,1,188,311,937,92,190,2236
12490,52,8,4,0,12,0,7,7,0,2,8,0,12,13,0,3,7,2,3,1,0,1,199,101,1254,109,294,15662
12491,62,5,0,0,0,0,0,10,4,5,8,0,9,21,14,1,14,4,9,1,0,1,21,41,439,50,608,6554
12492,13,12,11,8,3,6,2,12,3,1,13,5,9,1,9,2,9,3,1,1,0,0,21,256,839,90,31,16855
12493,52,7,0,0,0,0,1,9,2,8,8,0,16,13,12,2,10,5,6,1,0,1,32,90,1326,109,499,5166
12494,70,6,0,0,0,0,0,0,0,0,7,0,7,0,9,2,3,2,2,1,0,1,232,89,1186,109,99,7116
12495,52,5,0,0,0,0,0,7,3,4,8,0,9,9,15,2,11,6,3,1,0,1,19,153,309,38,18,5965
12496,99,6,6,0,14,0,4,4,0,3,4,0,0,14,0,2,2,0,2,1,1,0,19,235,961,94,324,7893
12497,39,7,0,5,18,22,2,14,5,8,7,0,0,0,0,0,11,3,6,1,1,0,19,235,961,94,324,4287
12498,31,9,14,0,5,15,4,10,2,5,9,0,0,0,0,1,7,0,2,1,1,0,19,107,1262,109,319,3614
12499,130,0,0,0,9,0,5,0,0,3,6,0,0,9,0,8,3,0,2,1,0,1,19,235,961,94,324,8134
12500,31,11,6,4,8,11,2,12,4,2,11,4,0,11,14,2,11,2,6,1,1,0,19,151,348,38,280,15193
12501,62,8,0,0,0,13,3,4,2,2,11,0,0,9,20,3,7,4,6,1,0,1,19,151,308,38,0,4869
12502,30,11,6,0,7,7,1,7,1,2,12,4,7,10,11,3,11,3,7,1,0,1,19,61,192,29,187,14057
12503,98,7,4,5,13,0,3,6,2,3,10,7,0,0,0,3,2,0,0,1,0,1,19,156,383,38,544,5214
12504,116,4,0,0,7,0,3,3,0,1,8,6,0,7,17,5,8,3,4,1,0,1,19,153,320,38,18,8082
12505,36,10,12,7,6,8,3,11,2,4,8,11,7,9,12,1,15,2,5,1,0,1,19,41,439,50,608,15548
12506,47,12,0,0,10,7,3,6,2,5,13,0,0,12,13,0,10,3,5,1,1,0,19,151,349,38,289,16319
12507,116,3,0,0,0,0,5,1,0,0,2,0,0,0,15,7,3,1,2,1,0,1,19,37,944,93,608,7804
12508,61,7,0,0,0,15,2,3,3,2,10,0,0,10,0,2,3,0,2,1,1,0,19,152,341,38,180,947
12509,32,9,6,6,8,7,1,8,2,3,7,11,4,9,18,1,10,5,6,1,0,1,19,42,445,50,307,3604
12510,87,7,0,0,8,0,6,3,0,3,7,0,0,8,0,6,0,0,2,1,1,0,19,235,961,94,324,9579
12511,109,5,0,0,14,18,6,8,2,6,0,0,0,0,0,0,3,0,4,1,1,0,19,36,813,85,608,9970
12512,24,9,3,7,1,8,1,6,3,1,11,7,7,3,12,3,12,2,3,1,0,1,19,1,729,73,347,14540
12513,87,8,0,9,9,0,2,5,4,3,5,0,0,10,0,2,2,0,3,1,1,0,19,64,190,29,137,7711
12514,101,5,0,0,11,0,5,7,0,3,2,0,10,8,0,4,2,4,3,1,1,0,19,41,439,50,608,11094
12515,103,3,0,0,0,17,6,4,1,2,5,0,0,0,0,5,2,0,0,1,1,0,19,235,961,94,324,11751
12516,53,10,0,5,9,10,4,8,3,4,9,0,0,9,17,5,10,1,7,1,1,0,19,41,439,50,608,7035
12517,88,4,0,0,13,0,4,0,0,2,7,6,0,9,0,2,3,0,2,1,0,1,19,153,320,38,18,10777
12518,39,5,7,10,11,18,0,15,5,6,7,0,0,0,0,0,7,4,5,1,1,0,19,151,349,38,289,4161
12519,31,11,5,12,10,7,2,13,4,5,11,6,1,2,9,0,5,2,1,1,1,0,19,162,338,38,137,12561
12520,121,3,0,8,0,0,4,3,2,0,4,0,8,0,0,2,2,3,0,1,1,0,19,151,348,38,280,10713
12521,147,0,0,0,0,17,5,4,2,2,0,0,0,0,0,0,0,0,0,1,1,0,19,36,944,93,608,10469
12522,38,7,5,0,4,11,1,6,1,3,12,0,4,13,15,2,10,2,6,1,0,1,19,153,320,38,18,2448
12523,30,14,0,0,0,0,2,6,0,2,13,5,0,6,12,3,12,1,4,1,0,1,19,175,1412,122,38,14034
12525,170,1,0,0,0,0,3,0,0,0,0,0,0,10,21,6,4,1,5,1,0,1,19,92,1234,109,214,10219
12526,81,8,0,5,0,0,6,2,1,0,6,0,0,0,0,4,0,0,0,1,1,0,19,159,384,38,541,8939
